time,"I(RIN1)","I(LQ|XBFR1)","I(LQ|XBFR2)","I(LQ|XBFR3)","I(LQ|XBFR4)","I(RX1)","I(RX2)"
2.297400e-09,5.017461e-06,3.381228e-06,8.810788e-05,1.944920e-05,4.130296e-06,-6.651116e-05,8.082683e-04
2.297600e-09,5.015384e-06,2.747062e-06,8.770489e-05,1.945253e-05,4.129955e-06,-6.143111e-05,8.086702e-04
2.297800e-09,5.012920e-06,2.204080e-06,8.733932e-05,1.946181e-05,4.130103e-06,-5.634863e-05,8.090402e-04
2.298000e-09,5.010267e-06,1.758253e-06,8.702886e-05,1.948509e-05,4.132347e-06,-5.126394e-05,8.093782e-04
2.298200e-09,5.007640e-06,1.407508e-06,8.678733e-05,1.952992e-05,4.138239e-06,-4.617725e-05,8.096843e-04
2.298400e-09,5.005244e-06,1.142046e-06,8.662348e-05,1.960267e-05,4.149132e-06,-4.108879e-05,8.099585e-04
2.298600e-09,5.003259e-06,9.454753e-07,8.654024e-05,1.970797e-05,4.166044e-06,-3.599875e-05,8.102006e-04
2.298800e-09,5.001821e-06,7.966521e-07,8.653426e-05,1.984817e-05,4.189562e-06,-3.090735e-05,8.104108e-04
2.299000e-09,5.001008e-06,6.720060e-07,8.659605e-05,2.002313e-05,4.219771e-06,-2.581478e-05,8.105890e-04
2.299200e-09,5.000837e-06,5.480782e-07,8.671046e-05,2.023010e-05,4.256234e-06,-2.072125e-05,8.107352e-04
2.299400e-09,5.001261e-06,4.039623e-07,8.685788e-05,2.046390e-05,4.298015e-06,-1.562696e-05,8.108494e-04
2.299600e-09,5.002180e-06,2.233592e-07,8.701573e-05,2.071721e-05,4.343749e-06,-1.053209e-05,8.109315e-04
2.299800e-09,5.003454e-06,-3.984041e-09,8.716044e-05,2.098119e-05,4.391748e-06,-5.436820e-06,8.109817e-04
2.300000e-09,5.004916e-06,-2.815952e-07,8.726964e-05,2.124612e-05,4.440136e-06,-3.413438e-07,8.109998e-04
2.300200e-09,5.006393e-06,-6.063985e-07,8.732424e-05,2.150220e-05,4.487002e-06,4.754164e-06,8.109860e-04
2.300400e-09,5.007723e-06,-9.695794e-07,8.731046e-05,2.174039e-05,4.530557e-06,9.849519e-06,8.109401e-04
2.300600e-09,5.008773e-06,-1.358048e-06,8.722116e-05,2.195319e-05,4.569286e-06,1.494453e-05,8.108622e-04
2.300800e-09,5.009445e-06,-1.756296e-06,8.705668e-05,2.213539e-05,4.602085e-06,2.003901e-05,8.107523e-04
2.301000e-09,5.009693e-06,-2.148408e-06,8.682474e-05,2.228461e-05,4.628360e-06,2.513274e-05,8.106104e-04
2.301200e-09,5.009516e-06,-2.519986e-06,8.653962e-05,2.240161e-05,4.648107e-06,3.022552e-05,8.104364e-04
2.301400e-09,5.008958e-06,-2.859753e-06,8.622063e-05,2.249040e-05,4.661930e-06,3.531712e-05,8.102305e-04
2.301600e-09,5.008102e-06,-3.160673e-06,8.589005e-05,2.255802e-05,4.671024e-06,4.040734e-05,8.099926e-04
2.301800e-09,5.007051e-06,-3.420472e-06,8.557085e-05,2.261405e-05,4.677105e-06,4.549594e-05,8.097227e-04
2.302000e-09,5.005920e-06,-3.641514e-06,8.528437e-05,2.266992e-05,4.682286e-06,5.058274e-05,8.094209e-04
2.302200e-09,5.004818e-06,-3.830098e-06,8.504830e-05,2.273789e-05,4.688920e-06,5.566750e-05,8.090871e-04
2.302400e-09,5.003838e-06,-3.995283e-06,8.487507e-05,2.283008e-05,4.699401e-06,6.075004e-05,8.087213e-04
2.302600e-09,5.003046e-06,-4.147434e-06,8.477084e-05,2.295734e-05,4.715960e-06,6.583014e-05,8.083236e-04
2.302800e-09,5.002477e-06,-4.296696e-06,8.473509e-05,2.312829e-05,4.740455e-06,7.090762e-05,8.078940e-04
2.303000e-09,5.002136e-06,-4.451613e-06,8.476093e-05,2.334847e-05,4.774185e-06,7.598226e-05,8.074325e-04
2.303200e-09,5.002002e-06,-4.618096e-06,8.483598e-05,2.361981e-05,4.817751e-06,8.105389e-05,8.069392e-04
2.303400e-09,5.002036e-06,-4.798860e-06,8.494376e-05,2.394037e-05,4.870981e-06,8.612231e-05,8.064140e-04
2.303600e-09,5.002188e-06,-4.993394e-06,8.506544e-05,2.430449e-05,4.932916e-06,9.118732e-05,8.058569e-04
2.303800e-09,5.002408e-06,-5.198440e-06,8.518182e-05,2.470325e-05,5.001890e-06,9.624874e-05,8.052680e-04
2.304000e-09,5.002652e-06,-5.408862e-06,8.527531e-05,2.512522e-05,5.075666e-06,1.013064e-04,8.046474e-04
2.304200e-09,5.002888e-06,-5.618754e-06,8.533159e-05,2.555748e-05,5.151648e-06,1.063600e-04,8.039950e-04
2.304400e-09,5.003096e-06,-5.822570e-06,8.534102e-05,2.598680e-05,5.227116e-06,1.114095e-04,8.033108e-04
2.304600e-09,5.003271e-06,-6.016094e-06,8.529933e-05,2.640080e-05,5.299488e-06,1.164547e-04,8.025950e-04
2.304800e-09,5.003413e-06,-6.197082e-06,8.520781e-05,2.678908e-05,5.366562e-06,1.214952e-04,8.018474e-04
2.305000e-09,5.003531e-06,-6.365488e-06,8.507274e-05,2.714415e-05,5.426723e-06,1.265310e-04,8.010682e-04
2.305200e-09,5.003628e-06,-6.523256e-06,8.490439e-05,2.746215e-05,5.479094e-06,1.315618e-04,8.002574e-04
2.305400e-09,5.003707e-06,-6.673754e-06,8.471554e-05,2.774321e-05,5.523612e-06,1.365874e-04,7.994150e-04
2.305600e-09,5.003760e-06,-6.820971e-06,8.451986e-05,2.799143e-05,5.561033e-06,1.416076e-04,7.985410e-04
2.305800e-09,5.003775e-06,-6.968652e-06,8.433037e-05,2.821459e-05,5.592856e-06,1.466222e-04,7.976354e-04
2.306000e-09,5.003734e-06,-7.119545e-06,8.415804e-05,2.842351e-05,5.621187e-06,1.516310e-04,7.966984e-04
2.306200e-09,5.003621e-06,-7.274895e-06,8.401086e-05,2.863108e-05,5.648557e-06,1.566338e-04,7.957300e-04
2.306400e-09,5.003425e-06,-7.434269e-06,8.389328e-05,2.885125e-05,5.677699e-06,1.616303e-04,7.947301e-04
2.306600e-09,5.003143e-06,-7.595753e-06,8.380620e-05,2.909782e-05,5.711323e-06,1.666205e-04,7.936988e-04
2.306800e-09,5.002784e-06,-7.756434e-06,8.374732e-05,2.938337e-05,5.751895e-06,1.716040e-04,7.926363e-04
2.307000e-09,5.002373e-06,-7.913084e-06,8.371179e-05,2.971826e-05,5.801449e-06,1.765808e-04,7.915424e-04
2.307200e-09,5.001944e-06,-8.062892e-06,8.369316e-05,3.010988e-05,5.861436e-06,1.815505e-04,7.904172e-04
2.307400e-09,5.001536e-06,-8.204097e-06,8.368427e-05,3.056219e-05,5.932631e-06,1.865131e-04,7.892609e-04
2.307600e-09,5.001189e-06,-8.336387e-06,8.367813e-05,3.107561e-05,6.015101e-06,1.914683e-04,7.880734e-04
2.307800e-09,5.000939e-06,-8.461006e-06,8.366864e-05,3.164714e-05,6.108236e-06,1.964160e-04,7.868548e-04
2.308000e-09,5.000806e-06,-8.580527e-06,8.365107e-05,3.227088e-05,6.210833e-06,2.013559e-04,7.856052e-04
2.308200e-09,5.000796e-06,-8.698359e-06,8.362231e-05,3.293863e-05,6.321232e-06,2.062878e-04,7.843245e-04
2.308400e-09,5.000897e-06,-8.818076e-06,8.358084e-05,3.364079e-05,6.437486e-06,2.112117e-04,7.830129e-04
2.308600e-09,5.001079e-06,-8.942715e-06,8.352659e-05,3.436719e-05,6.557544e-06,2.161272e-04,7.816703e-04
2.308800e-09,5.001303e-06,-9.074168e-06,8.346057e-05,3.510796e-05,6.679431e-06,2.210342e-04,7.802969e-04
2.309000e-09,5.001526e-06,-9.212803e-06,8.338453e-05,3.585431e-05,6.801418e-06,2.259325e-04,7.788927e-04
2.309200e-09,5.001705e-06,-9.357385e-06,8.330053e-05,3.659917e-05,6.922143e-06,2.308219e-04,7.774577e-04
2.309400e-09,5.001809e-06,-9.505310e-06,8.321063e-05,3.733761e-05,7.040702e-06,2.357022e-04,7.759921e-04
2.309600e-09,5.001820e-06,-9.653106e-06,8.311667e-05,3.806713e-05,7.156691e-06,2.405732e-04,7.744958e-04
2.309800e-09,5.001738e-06,-9.797104e-06,8.302010e-05,3.878772e-05,7.270198e-06,2.454347e-04,7.729689e-04
2.310000e-09,5.001579e-06,-9.934153e-06,8.292190e-05,3.950175e-05,7.381761e-06,2.502866e-04,7.714115e-04
2.310200e-09,5.001371e-06,-1.006222e-05,8.282265e-05,4.021370e-05,7.492300e-06,2.551285e-04,7.698237e-04
2.310400e-09,5.001150e-06,-1.018077e-05,8.272257e-05,4.092982e-05,7.603023e-06,2.599603e-04,7.682055e-04
2.310600e-09,5.000948e-06,-1.029088e-05,8.262158e-05,4.165766e-05,7.715338e-06,2.647819e-04,7.665569e-04
2.310800e-09,5.000795e-06,-1.039502e-05,8.251942e-05,4.240557e-05,7.830755e-06,2.695930e-04,7.648781e-04
2.311000e-09,5.000703e-06,-1.049654e-05,8.241571e-05,4.318225e-05,7.950805e-06,2.743934e-04,7.631691e-04
2.311200e-09,5.000675e-06,-1.059912e-05,8.230999e-05,4.399624e-05,8.076968e-06,2.791829e-04,7.614299e-04
2.311400e-09,5.000697e-06,-1.070601e-05,8.220180e-05,4.485555e-05,8.210611e-06,2.839614e-04,7.596607e-04
2.311600e-09,5.000744e-06,-1.081951e-05,8.209068e-05,4.576728e-05,8.352944e-06,2.887286e-04,7.578615e-04
2.311800e-09,5.000787e-06,-1.094061e-05,8.197624e-05,4.673741e-05,8.504984e-06,2.934844e-04,7.560324e-04
2.312000e-09,5.000798e-06,-1.106888e-05,8.185817e-05,4.777056e-05,8.667528e-06,2.982286e-04,7.541734e-04
2.312200e-09,5.000754e-06,-1.120264e-05,8.173629e-05,4.886997e-05,8.841135e-06,3.029611e-04,7.522847e-04
2.312400e-09,5.000645e-06,-1.133943e-05,8.161060e-05,5.003736e-05,9.026120e-06,3.076815e-04,7.503662e-04
2.312600e-09,5.000474e-06,-1.147652e-05,8.148128e-05,5.127302e-05,9.222549e-06,3.123898e-04,7.484182e-04
2.312800e-09,5.000256e-06,-1.161150e-05,8.134870e-05,5.257582e-05,9.430248e-06,3.170858e-04,7.464405e-04
2.313000e-09,5.000016e-06,-1.174276e-05,8.121338e-05,5.394329e-05,9.648814e-06,3.217693e-04,7.444335e-04
2.313200e-09,4.999782e-06,-1.186976e-05,8.107591e-05,5.537167e-05,9.877630e-06,3.264401e-04,7.423970e-04
2.313400e-09,4.999582e-06,-1.199307e-05,8.093688e-05,5.685597e-05,1.011589e-05,3.310980e-04,7.403312e-04
2.313600e-09,4.999437e-06,-1.211414e-05,8.079678e-05,5.839001e-05,1.036259e-05,3.357428e-04,7.382362e-04
2.313800e-09,4.999359e-06,-1.223494e-05,8.065589e-05,5.996646e-05,1.061658e-05,3.403744e-04,7.361120e-04
2.314000e-09,4.999346e-06,-1.235743e-05,8.051426e-05,6.157684e-05,1.087655e-05,3.449927e-04,7.339588e-04
2.314200e-09,4.999387e-06,-1.248307e-05,8.037167e-05,6.321154e-05,1.114101e-05,3.495973e-04,7.317766e-04
2.314400e-09,4.999466e-06,-1.261250e-05,8.022768e-05,6.485980e-05,1.140830e-05,3.541882e-04,7.295656e-04
2.314600e-09,4.999560e-06,-1.274528e-05,8.008176e-05,6.650982e-05,1.167661e-05,3.587652e-04,7.273257e-04
2.314800e-09,4.999650e-06,-1.287999e-05,7.993340e-05,6.814884e-05,1.194395e-05,3.633281e-04,7.250571e-04
2.315000e-09,4.999723e-06,-1.301445e-05,7.978227e-05,6.976334e-05,1.220815e-05,3.678767e-04,7.227599e-04
2.315200e-09,4.999773e-06,-1.314613e-05,7.962833e-05,7.133936e-05,1.246693e-05,3.724108e-04,7.204342e-04
2.315400e-09,4.999804e-06,-1.327257e-05,7.947191e-05,7.286283e-05,1.271792e-05,3.769303e-04,7.180800e-04
2.315600e-09,4.999826e-06,-1.339181e-05,7.931370e-05,7.432020e-05,1.295874e-05,3.814350e-04,7.156975e-04
2.315800e-09,4.999854e-06,-1.350271e-05,7.915468e-05,7.569895e-05,1.318711e-05,3.859247e-04,7.132867e-04
2.316000e-09,4.999905e-06,-1.360501e-05,7.899590e-05,7.698832e-05,1.340099e-05,3.903992e-04,7.108478e-04
2.316200e-09,4.999989e-06,-1.369933e-05,7.883829e-05,7.817998e-05,1.359865e-05,3.948583e-04,7.083808e-04
2.316400e-09,5.000113e-06,-1.378685e-05,7.868248e-05,7.926867e-05,1.377889e-05,3.993018e-04,7.058858e-04
2.316600e-09,5.000273e-06,-1.386909e-05,7.852852e-05,8.025269e-05,1.394110e-05,4.037296e-04,7.033630e-04
2.316800e-09,5.000459e-06,-1.394747e-05,7.837585e-05,8.113425e-05,1.408537e-05,4.081414e-04,7.008124e-04
2.317000e-09,5.000655e-06,-1.402308e-05,7.822328e-05,8.191953e-05,1.421257e-05,4.125370e-04,6.982342e-04
2.317200e-09,5.000841e-06,-1.409649e-05,7.806913e-05,8.261852e-05,1.432430e-05,4.169163e-04,6.956284e-04
2.317400e-09,5.000999e-06,-1.416774e-05,7.791148e-05,8.324448e-05,1.442288e-05,4.212791e-04,6.929951e-04
2.317600e-09,5.001114e-06,-1.423647e-05,7.774846e-05,8.381328e-05,1.451118e-05,4.256252e-04,6.903345e-04
2.317800e-09,5.001178e-06,-1.430214e-05,7.757863e-05,8.434239e-05,1.459247e-05,4.299544e-04,6.876466e-04
2.318000e-09,5.001189e-06,-1.436431e-05,7.740128e-05,8.484986e-05,1.467023e-05,4.342666e-04,6.849315e-04
2.318200e-09,5.001151e-06,-1.442287e-05,7.721665e-05,8.535310e-05,1.474785e-05,4.385616e-04,6.821895e-04
2.318400e-09,5.001075e-06,-1.447819e-05,7.702600e-05,8.586784e-05,1.482846e-05,4.428392e-04,6.794204e-04
2.318600e-09,5.000973e-06,-1.453112e-05,7.683159e-05,8.640704e-05,1.491465e-05,4.470993e-04,6.766246e-04
2.318800e-09,5.000857e-06,-1.458291e-05,7.663643e-05,8.698007e-05,1.500835e-05,4.513417e-04,6.738020e-04
2.319000e-09,5.000739e-06,-1.463495e-05,7.644398e-05,8.759215e-05,1.511064e-05,4.555662e-04,6.709528e-04
2.319200e-09,5.000625e-06,-1.468851e-05,7.625771e-05,8.824393e-05,1.522175e-05,4.597728e-04,6.680772e-04
2.319400e-09,5.000521e-06,-1.474448e-05,7.608067e-05,8.893156e-05,1.534098e-05,4.639613e-04,6.651751e-04
2.319600e-09,5.000430e-06,-1.480310e-05,7.591504e-05,8.964693e-05,1.546683e-05,4.681315e-04,6.622468e-04
2.319800e-09,5.000353e-06,-1.486393e-05,7.576186e-05,9.037834e-05,1.559711e-05,4.722833e-04,6.592923e-04
2.320000e-09,5.000293e-06,-1.492586e-05,7.562075e-05,9.111139e-05,1.572907e-05,4.764165e-04,6.563119e-04
2.320200e-09,5.000255e-06,-1.498728e-05,7.548987e-05,9.183017e-05,1.585963e-05,4.805309e-04,6.533055e-04
2.320400e-09,5.000244e-06,-1.504633e-05,7.536604e-05,9.251853e-05,1.598563e-05,4.846264e-04,6.502733e-04
2.320600e-09,5.000268e-06,-1.510122e-05,7.524497e-05,9.316148e-05,1.610404e-05,4.887028e-04,6.472155e-04
2.320800e-09,5.000331e-06,-1.515049e-05,7.512167e-05,9.374649e-05,1.621225e-05,4.927600e-04,6.441322e-04
2.321000e-09,5.000439e-06,-1.519323e-05,7.499089e-05,9.426461e-05,1.630824e-05,4.967977e-04,6.410234e-04
2.321200e-09,5.000588e-06,-1.522917e-05,7.484768e-05,9.471123e-05,1.639082e-05,5.008158e-04,6.378893e-04
2.321400e-09,5.000773e-06,-1.525867e-05,7.468788e-05,9.508658e-05,1.645971e-05,5.048141e-04,6.347301e-04
2.321600e-09,5.000980e-06,-1.528259e-05,7.450854e-05,9.539560e-05,1.651561e-05,5.087925e-04,6.315458e-04
2.321800e-09,5.001190e-06,-1.530207e-05,7.430829e-05,9.564755e-05,1.656018e-05,5.127507e-04,6.283366e-04
2.322000e-09,5.001382e-06,-1.531838e-05,7.408749e-05,9.585512e-05,1.659586e-05,5.166886e-04,6.251026e-04
2.322200e-09,5.001534e-06,-1.533267e-05,7.384821e-05,9.603325e-05,1.662572e-05,5.206061e-04,6.218439e-04
2.322400e-09,5.001629e-06,-1.534582e-05,7.359410e-05,9.619782e-05,1.665313e-05,5.245030e-04,6.185606e-04
2.322600e-09,5.001655e-06,-1.535846e-05,7.333005e-05,9.636428e-05,1.668149e-05,5.283791e-04,6.152529e-04
2.322800e-09,5.001609e-06,-1.537093e-05,7.306172e-05,9.654627e-05,1.671387e-05,5.322343e-04,6.119208e-04
2.323000e-09,5.001496e-06,-1.538337e-05,7.279500e-05,9.675459e-05,1.675276e-05,5.360685e-04,6.085647e-04
2.323200e-09,5.001330e-06,-1.539586e-05,7.253548e-05,9.699630e-05,1.679982e-05,5.398816e-04,6.051844e-04
2.323400e-09,5.001133e-06,-1.540843e-05,7.228784e-05,9.727426e-05,1.685577e-05,5.436733e-04,6.017803e-04
2.323600e-09,5.000928e-06,-1.542117e-05,7.205540e-05,9.758704e-05,1.692031e-05,5.474436e-04,5.983524e-04
2.323800e-09,5.000740e-06,-1.543419e-05,7.183974e-05,9.792914e-05,1.699226e-05,5.511922e-04,5.949008e-04
2.324000e-09,5.000589e-06,-1.544754e-05,7.164049e-05,9.829165e-05,1.706963e-05,5.549192e-04,5.914258e-04
2.324200e-09,5.000492e-06,-1.546113e-05,7.145531e-05,9.866317e-05,1.714990e-05,5.586243e-04,5.879275e-04
2.324400e-09,5.000458e-06,-1.547464e-05,7.127997e-05,9.903094e-05,1.723026e-05,5.623073e-04,5.844059e-04
2.324600e-09,5.000487e-06,-1.548744e-05,7.110876e-05,9.938209e-05,1.730790e-05,5.659682e-04,5.808614e-04
2.324800e-09,5.000575e-06,-1.549864e-05,7.093494e-05,9.970488e-05,1.738026e-05,5.696068e-04,5.772939e-04
2.325000e-09,5.000712e-06,-1.550711e-05,7.075132e-05,9.998979e-05,1.744526e-05,5.732229e-04,5.737036e-04
2.325200e-09,5.000883e-06,-1.551164e-05,7.055101e-05,1.002304e-04,1.750149e-05,5.768164e-04,5.700907e-04
2.325400e-09,5.001075e-06,-1.551112e-05,7.032801e-05,1.004239e-04,1.754829e-05,5.803871e-04,5.664553e-04
2.325600e-09,5.001271e-06,-1.550473e-05,7.007786e-05,1.005713e-04,1.758580e-05,5.839349e-04,5.627976e-04
2.325800e-09,5.001459e-06,-1.549206e-05,6.979803e-05,1.006770e-04,1.761493e-05,5.874596e-04,5.591177e-04
2.326000e-09,5.001625e-06,-1.547321e-05,6.948825e-05,1.007485e-04,1.763723e-05,5.909610e-04,5.554157e-04
2.326200e-09,5.001760e-06,-1.544878e-05,6.915048e-05,1.007951e-04,1.765475e-05,5.944392e-04,5.516917e-04
2.326400e-09,5.001856e-06,-1.541982e-05,6.878872e-05,1.008273e-04,1.766980e-05,5.978938e-04,5.479460e-04
2.326600e-09,5.001910e-06,-1.538761e-05,6.840864e-05,1.008557e-04,1.768476e-05,6.013248e-04,5.441786e-04
2.326800e-09,5.001919e-06,-1.535356e-05,6.801698e-05,1.008896e-04,1.770183e-05,6.047321e-04,5.403897e-04
2.327000e-09,5.001883e-06,-1.531894e-05,6.762088e-05,1.009367e-04,1.772279e-05,6.081154e-04,5.365794e-04
2.327200e-09,5.001809e-06,-1.528479e-05,6.722717e-05,1.010021e-04,1.774892e-05,6.114748e-04,5.327479e-04
2.327400e-09,5.001704e-06,-1.525177e-05,6.684173e-05,1.010881e-04,1.778080e-05,6.148100e-04,5.288954e-04
2.327600e-09,5.001578e-06,-1.522013e-05,6.646886e-05,1.011944e-04,1.781838e-05,6.181210e-04,5.250220e-04
2.327800e-09,5.001446e-06,-1.518969e-05,6.611093e-05,1.013179e-04,1.786093e-05,6.214075e-04,5.211278e-04
2.328000e-09,5.001322e-06,-1.515996e-05,6.576804e-05,1.014535e-04,1.790722e-05,6.246696e-04,5.172131e-04
2.328200e-09,5.001222e-06,-1.513017e-05,6.543807e-05,1.015946e-04,1.795565e-05,6.279070e-04,5.132780e-04
2.328400e-09,5.001159e-06,-1.509942e-05,6.511679e-05,1.017340e-04,1.800444e-05,6.311196e-04,5.093227e-04
2.328600e-09,5.001143e-06,-1.506676e-05,6.479825e-05,1.018643e-04,1.805182e-05,6.343073e-04,5.053472e-04
2.328800e-09,5.001180e-06,-1.503123e-05,6.447527e-05,1.019788e-04,1.809623e-05,6.374700e-04,5.013518e-04
2.329000e-09,5.001269e-06,-1.499198e-05,6.414007e-05,1.020723e-04,1.813642e-05,6.406075e-04,4.973367e-04
2.329200e-09,5.001406e-06,-1.494824e-05,6.378495e-05,1.021411e-04,1.817161e-05,6.437198e-04,4.933020e-04
2.329400e-09,5.001580e-06,-1.489939e-05,6.340294e-05,1.021833e-04,1.820148e-05,6.468066e-04,4.892478e-04
2.329600e-09,5.001779e-06,-1.484492e-05,6.298842e-05,1.021989e-04,1.822616e-05,6.498679e-04,4.851743e-04
2.329800e-09,5.001987e-06,-1.478449e-05,6.253750e-05,1.021897e-04,1.824619e-05,6.529035e-04,4.810817e-04
2.330000e-09,5.002188e-06,-1.471791e-05,6.204838e-05,1.021586e-04,1.826239e-05,6.559133e-04,4.769701e-04
2.330200e-09,5.002370e-06,-1.464518e-05,6.152137e-05,1.021096e-04,1.827580e-05,6.588972e-04,4.728397e-04
2.330400e-09,5.002522e-06,-1.456645e-05,6.095876e-05,1.020471e-04,1.828747e-05,6.618551e-04,4.686906e-04
2.330600e-09,5.002638e-06,-1.448211e-05,6.036456e-05,1.019752e-04,1.829842e-05,6.647869e-04,4.645230e-04
2.330800e-09,5.002716e-06,-1.439267e-05,5.974396e-05,1.018980e-04,1.830954e-05,6.676924e-04,4.603370e-04
2.331000e-09,5.002757e-06,-1.429882e-05,5.910286e-05,1.018186e-04,1.832149e-05,6.705716e-04,4.561328e-04
2.331200e-09,5.002768e-06,-1.420131e-05,5.844721e-05,1.017392e-04,1.833467e-05,6.734243e-04,4.519106e-04
2.331400e-09,5.002755e-06,-1.410090e-05,5.778247e-05,1.016611e-04,1.834928e-05,6.762504e-04,4.476705e-04
2.331600e-09,5.002728e-06,-1.399827e-05,5.711309e-05,1.015846e-04,1.836524e-05,6.790498e-04,4.434127e-04
2.331800e-09,5.002697e-06,-1.389392e-05,5.644209e-05,1.015093e-04,1.838235e-05,6.818224e-04,4.391375e-04
2.332000e-09,5.002668e-06,-1.378815e-05,5.577083e-05,1.014340e-04,1.840022e-05,6.845681e-04,4.348448e-04
2.332200e-09,5.002651e-06,-1.368094e-05,5.509891e-05,1.013570e-04,1.841845e-05,6.872868e-04,4.305351e-04
2.332400e-09,5.002651e-06,-1.357200e-05,5.442418e-05,1.012764e-04,1.843657e-05,6.899783e-04,4.262083e-04
2.332600e-09,5.002673e-06,-1.346076e-05,5.374295e-05,1.011904e-04,1.845417e-05,6.926426e-04,4.218647e-04
2.332800e-09,5.002721e-06,-1.334642e-05,5.305030e-05,1.010969e-04,1.847085e-05,6.952795e-04,4.175045e-04
2.333000e-09,5.002796e-06,-1.322804e-05,5.234044e-05,1.009941e-04,1.848632e-05,6.978890e-04,4.131279e-04
2.333200e-09,5.002899e-06,-1.310459e-05,5.160717e-05,1.008805e-04,1.850032e-05,7.004710e-04,4.087349e-04
2.333400e-09,5.003028e-06,-1.297508e-05,5.084426e-05,1.007545e-04,1.851265e-05,7.030253e-04,4.043259e-04
2.333600e-09,5.003183e-06,-1.283860e-05,5.004588e-05,1.006149e-04,1.852317e-05,7.055518e-04,3.999009e-04
2.333800e-09,5.003359e-06,-1.269434e-05,4.920690e-05,1.004606e-04,1.853172e-05,7.080505e-04,3.954602e-04
2.334000e-09,5.003553e-06,-1.254170e-05,4.832316e-05,1.002905e-04,1.853817e-05,7.105213e-04,3.910038e-04
2.334200e-09,5.003758e-06,-1.238020e-05,4.739159e-05,1.001039e-04,1.854238e-05,7.129640e-04,3.865321e-04
2.334400e-09,5.003971e-06,-1.220955e-05,4.641026e-05,9.989975e-05,1.854418e-05,7.153785e-04,3.820451e-04
2.334600e-09,5.004185e-06,-1.202956e-05,4.537835e-05,9.967754e-05,1.854341e-05,7.177648e-04,3.775430e-04
2.334800e-09,5.004395e-06,-1.184018e-05,4.429606e-05,9.943672e-05,1.853990e-05,7.201228e-04,3.730260e-04
2.335000e-09,5.004597e-06,-1.164143e-05,4.316439e-05,9.917698e-05,1.853350e-05,7.224523e-04,3.684942e-04
2.335200e-09,5.004787e-06,-1.143345e-05,4.198506e-05,9.889822e-05,1.852411e-05,7.247533e-04,3.639479e-04
2.335400e-09,5.004965e-06,-1.121644e-05,4.076026e-05,9.860065e-05,1.851169e-05,7.270257e-04,3.593872e-04
2.335600e-09,5.005130e-06,-1.099072e-05,3.949256e-05,9.828472e-05,1.849625e-05,7.292694e-04,3.548124e-04
2.335800e-09,5.005281e-06,-1.075668e-05,3.818475e-05,9.795117e-05,1.847790e-05,7.314843e-04,3.502235e-04
2.336000e-09,5.005419e-06,-1.051486e-05,3.683980e-05,9.760098e-05,1.845682e-05,7.336703e-04,3.456207e-04
2.336200e-09,5.005545e-06,-1.026587e-05,3.546086e-05,9.723533e-05,1.843324e-05,7.358274e-04,3.410043e-04
2.336400e-09,5.005660e-06,-1.001044e-05,3.405128e-05,9.685553e-05,1.840748e-05,7.379554e-04,3.363744e-04
2.336600e-09,5.005762e-06,-9.749397e-06,3.261468e-05,9.646299e-05,1.837983e-05,7.400542e-04,3.317312e-04
2.336800e-09,5.005851e-06,-9.483647e-06,3.115503e-05,9.605915e-05,1.835065e-05,7.421239e-04,3.270748e-04
2.337000e-09,5.005924e-06,-9.214173e-06,2.967682e-05,9.564543e-05,1.832024e-05,7.441643e-04,3.224056e-04
2.337200e-09,5.005978e-06,-8.942033e-06,2.818512e-05,9.522325e-05,1.828889e-05,7.461752e-04,3.177235e-04
2.337400e-09,5.006009e-06,-8.668360e-06,2.668570e-05,9.479401e-05,1.825685e-05,7.481568e-04,3.130289e-04
2.337600e-09,5.006015e-06,-8.394377e-06,2.518508e-05,9.435916e-05,1.822437e-05,7.501087e-04,3.083219e-04
2.337800e-09,5.005990e-06,-8.121401e-06,2.369056e-05,9.392019e-05,1.819164e-05,7.520311e-04,3.036027e-04
2.338000e-09,5.005932e-06,-7.850853e-06,2.221015e-05,9.347879e-05,1.815889e-05,7.539238e-04,2.988714e-04
2.338200e-09,5.005838e-06,-7.584254e-06,2.075251e-05,9.303687e-05,1.812637e-05,7.557867e-04,2.941283e-04
2.338400e-09,5.005707e-06,-7.323207e-06,1.932673e-05,9.259663e-05,1.809438e-05,7.576198e-04,2.893736e-04
2.338600e-09,5.005536e-06,-7.069364e-06,1.794212e-05,9.216063e-05,1.806333e-05,7.594230e-04,2.846074e-04
2.338800e-09,5.005327e-06,-6.824368e-06,1.660785e-05,9.173182e-05,1.803371e-05,7.611962e-04,2.798300e-04
2.339000e-09,5.005080e-06,-6.589790e-06,1.533264e-05,9.131349e-05,1.800615e-05,7.629393e-04,2.750414e-04
2.339200e-09,5.004799e-06,-6.367045e-06,1.412432e-05,9.090923e-05,1.798138e-05,7.646523e-04,2.702420e-04
2.339400e-09,5.004489e-06,-6.157314e-06,1.298944e-05,9.052283e-05,1.796023e-05,7.663351e-04,2.654319e-04
2.339600e-09,5.004154e-06,-5.961468e-06,1.193287e-05,9.015808e-05,1.794359e-05,7.679877e-04,2.606114e-04
2.339800e-09,5.003804e-06,-5.780012e-06,1.095746e-05,8.981861e-05,1.793239e-05,7.696100e-04,2.557805e-04
2.340000e-09,5.003448e-06,-5.613040e-06,1.006378e-05,8.950763e-05,1.792752e-05,7.712018e-04,2.509396e-04
