time,"I(LIN|XBFR1)","I(LQ|XBFR1)","I(LIN|XBFR2)","I(LQ|XBFR2)","I(LIN|XBFR3)","I(LQ|XBFR3)","I(LIN|XBFR4)","I(LQ|XBFR4)"
2.404600e-09,4.997958e-06,6.211961e-06,1.838260e-06,-1.720603e-06,-2.612137e-06,-9.266972e-06,-1.483332e-05,8.305701e-05
2.404800e-09,4.997870e-06,6.314828e-06,1.878876e-06,-1.675110e-06,-2.575605e-06,-9.381152e-06,-1.485728e-05,8.291326e-05
2.405000e-09,4.997762e-06,6.421583e-06,1.920687e-06,-1.629993e-06,-2.539764e-06,-9.494955e-06,-1.488250e-05,8.277982e-05
2.405200e-09,4.997635e-06,6.532936e-06,1.963882e-06,-1.585508e-06,-2.504966e-06,-9.608689e-06,-1.490998e-05,8.266326e-05
2.405400e-09,4.997490e-06,6.649507e-06,2.008615e-06,-1.541864e-06,-2.471546e-06,-9.722098e-06,-1.494030e-05,8.256841e-05
2.405600e-09,4.997332e-06,6.771815e-06,2.054999e-06,-1.499189e-06,-2.439788e-06,-9.834434e-06,-1.497358e-05,8.249809e-05
2.405800e-09,4.997161e-06,6.900285e-06,2.103122e-06,-1.457501e-06,-2.409877e-06,-9.944619e-06,-1.500953e-05,8.245286e-05
2.406000e-09,4.996980e-06,7.035263e-06,2.153054e-06,-1.416691e-06,-2.381869e-06,-1.005147e-05,-1.504752e-05,8.243116e-05
2.406200e-09,4.996792e-06,7.177046e-06,2.204870e-06,-1.376520e-06,-2.355667e-06,-1.015396e-05,-1.508672e-05,8.242947e-05
2.406400e-09,4.996599e-06,7.325913e-06,2.258662e-06,-1.336633e-06,-2.331008e-06,-1.025139e-05,-1.512620e-05,8.244276e-05
2.406600e-09,4.996401e-06,7.482143e-06,2.314553e-06,-1.296593e-06,-2.307482e-06,-1.034357e-05,-1.516508e-05,8.246492e-05
2.406800e-09,4.996200e-06,7.646032e-06,2.372701e-06,-1.255915e-06,-2.284563e-06,-1.043086e-05,-1.520256e-05,8.248939e-05
2.407000e-09,4.995997e-06,7.817901e-06,2.433293e-06,-1.214123e-06,-2.261663e-06,-1.051410e-05,-1.523806e-05,8.250965e-05
2.407200e-09,4.995791e-06,7.998079e-06,2.496537e-06,-1.170792e-06,-2.238192e-06,-1.059446e-05,-1.527118e-05,8.251983e-05
2.407400e-09,4.995583e-06,8.186899e-06,2.562639e-06,-1.125593e-06,-2.213625e-06,-1.067324e-05,-1.530171e-05,8.251514e-05
2.407600e-09,4.995372e-06,8.384671e-06,2.631790e-06,-1.078317e-06,-2.187564e-06,-1.075163e-05,-1.532960e-05,8.249219e-05
2.407800e-09,4.995158e-06,8.591677e-06,2.704146e-06,-1.028891e-06,-2.159781e-06,-1.083047e-05,-1.535491e-05,8.244927e-05
2.408000e-09,4.994939e-06,8.808168e-06,2.779819e-06,-9.773658e-07,-2.130241e-06,-1.091014e-05,-1.537775e-05,8.238636e-05
2.408200e-09,4.994713e-06,9.034370e-06,2.858873e-06,-9.238991e-07,-2.099102e-06,-1.099045e-05,-1.539830e-05,8.230511e-05
2.408400e-09,4.994477e-06,9.270519e-06,2.941337e-06,-8.687157e-07,-2.066686e-06,-1.107069e-05,-1.541673e-05,8.220860e-05
2.408600e-09,4.994229e-06,9.516901e-06,3.027224e-06,-8.120661e-07,-2.033431e-06,-1.114979e-05,-1.543324e-05,8.210106e-05
2.408800e-09,4.993963e-06,9.773908e-06,3.116560e-06,-7.541824e-07,-1.999826e-06,-1.122652e-05,-1.544810e-05,8.198748e-05
2.409000e-09,4.993676e-06,1.004209e-05,3.209419e-06,-6.952385e-07,-1.966346e-06,-1.129972e-05,-1.546162e-05,8.187317e-05
2.409200e-09,4.993362e-06,1.032222e-05,3.305950e-06,-6.353201e-07,-1.933386e-06,-1.136852e-05,-1.547422e-05,8.176331e-05
2.409400e-09,4.993017e-06,1.061534e-05,3.406415e-06,-5.744067e-07,-1.901211e-06,-1.143255e-05,-1.548639e-05,8.166252e-05
2.409600e-09,4.992634e-06,1.092276e-05,3.511198e-06,-5.123657e-07,-1.869926e-06,-1.149196e-05,-1.549870e-05,8.157452e-05
2.409800e-09,4.992208e-06,1.124612e-05,3.620817e-06,-4.489594e-07,-1.839469e-06,-1.154744e-05,-1.551172e-05,8.150181e-05
2.410000e-09,4.991735e-06,1.158732e-05,3.735918e-06,-3.838581e-07,-1.809627e-06,-1.160005e-05,-1.552597e-05,8.144550e-05
2.410200e-09,4.991210e-06,1.194853e-05,3.857261e-06,-3.166594e-07,-1.780063e-06,-1.165107e-05,-1.554184e-05,8.140521e-05
2.410400e-09,4.990629e-06,1.233216e-05,3.985692e-06,-2.469059e-07,-1.750365e-06,-1.170170e-05,-1.555949e-05,8.137916e-05
2.410600e-09,4.989986e-06,1.274077e-05,4.122122e-06,-1.741007e-07,-1.720088e-06,-1.175284e-05,-1.557883e-05,8.136429e-05
2.410800e-09,4.989280e-06,1.317711e-05,4.267502e-06,-9.771714e-08,-1.688800e-06,-1.180493e-05,-1.559945e-05,8.135659e-05
2.411000e-09,4.988504e-06,1.364401e-05,4.422807e-06,-1.720321e-08,-1.656110e-06,-1.185784e-05,-1.562068e-05,8.135138e-05
2.411200e-09,4.987655e-06,1.414449e-05,4.589030e-06,6.801866e-08,-1.621689e-06,-1.191089e-05,-1.564161e-05,8.134381e-05
2.411400e-09,4.986726e-06,1.468168e-05,4.767189e-06,1.585539e-07,-1.585268e-06,-1.196295e-05,-1.566123e-05,8.132922e-05
2.411600e-09,4.985711e-06,1.525894e-05,4.958347e-06,2.550385e-07,-1.546636e-06,-1.201264e-05,-1.567850e-05,8.130356e-05
2.411800e-09,4.984602e-06,1.587990e-05,5.163639e-06,3.581396e-07,-1.505613e-06,-1.205860e-05,-1.569254e-05,8.126378e-05
2.412000e-09,4.983390e-06,1.654853e-05,5.384309e-06,4.685541e-07,-1.462039e-06,-1.209966e-05,-1.570269e-05,8.120801e-05
2.412200e-09,4.982062e-06,1.726925e-05,5.621743e-06,5.870058e-07,-1.415749e-06,-1.213505e-05,-1.570862e-05,8.113576e-05
2.412400e-09,4.980607e-06,1.804699e-05,5.877512e-06,7.142430e-07,-1.366561e-06,-1.216452e-05,-1.571036e-05,8.104786e-05
2.412600e-09,4.979008e-06,1.888733e-05,6.153397e-06,8.510405e-07,-1.314268e-06,-1.218834e-05,-1.570829e-05,8.094641e-05
2.412800e-09,4.977249e-06,1.979650e-05,6.451420e-06,9.982074e-07,-1.258641e-06,-1.220717e-05,-1.570305e-05,8.083448e-05
2.413000e-09,4.975311e-06,2.078153e-05,6.773861e-06,1.156605e-06,-1.199425e-06,-1.222197e-05,-1.569548e-05,8.071585e-05
2.413200e-09,4.973171e-06,2.185029e-05,7.123280e-06,1.327176e-06,-1.136348e-06,-1.223371e-05,-1.568649e-05,8.059461e-05
2.413400e-09,4.970807e-06,2.301157e-05,7.502525e-06,1.510978e-06,-1.069115e-06,-1.224324e-05,-1.567690e-05,8.047478e-05
2.413600e-09,4.968193e-06,2.427514e-05,7.914758e-06,1.709230e-06,-9.974031e-07,-1.225107e-05,-1.566739e-05,8.035998e-05
2.413800e-09,4.965300e-06,2.565185e-05,8.363466e-06,1.923354e-06,-9.208472e-07,-1.225728e-05,-1.565840e-05,8.025314e-05
2.414000e-09,4.962100e-06,2.715367e-05,8.852489e-06,2.155012e-06,-8.390177e-07,-1.226153e-05,-1.565006e-05,8.015626e-05
2.414200e-09,4.958560e-06,2.879377e-05,9.386034e-06,2.406139e-06,-7.513983e-07,-1.226308e-05,-1.564225e-05,8.007027e-05
2.414400e-09,4.954653e-06,3.058653e-05,9.968690e-06,2.678950e-06,-6.573630e-07,-1.226093e-05,-1.563462e-05,7.999506e-05
2.414600e-09,4.950349e-06,3.254749e-05,1.060542e-05,2.975934e-06,-5.561609e-07,-1.225396e-05,-1.562663e-05,7.992951e-05
2.414800e-09,4.945626e-06,3.469320e-05,1.130151e-05,3.299821e-06,-4.469126e-07,-1.224109e-05,-1.561763e-05,7.987166e-05
2.415000e-09,4.940473e-06,3.704089e-05,1.206247e-05,3.653527e-06,-3.286226e-07,-1.222141e-05,-1.560695e-05,7.981890e-05
2.415200e-09,4.934893e-06,3.960788e-05,1.289386e-05,4.040062e-06,-2.002119e-07,-1.219421e-05,-1.559395e-05,7.976822e-05
2.415400e-09,4.928918e-06,4.241070e-05,1.380098e-05,4.462405e-06,-6.057176e-08,-1.215906e-05,-1.557805e-05,7.971650e-05
2.415600e-09,4.922615e-06,4.546369e-05,1.478840e-05,4.923329e-06,9.135794e-08,-1.211570e-05,-1.555875e-05,7.966077e-05
2.415800e-09,4.916110e-06,4.877699e-05,1.585933e-05,5.425159e-06,2.564854e-07,-1.206403e-05,-1.553566e-05,7.959842e-05
2.416000e-09,4.909601e-06,5.235383e-05,1.701468e-05,5.969442e-06,4.354344e-07,-1.200401e-05,-1.550850e-05,7.952740e-05
2.416200e-09,4.903382e-06,5.618697e-05,1.825193e-05,6.556502e-06,6.283799e-07,-1.193565e-05,-1.547707e-05,7.944638e-05
2.416400e-09,4.897864e-06,6.025430e-05,1.956370e-05,7.184863e-06,8.348482e-07,-1.185901e-05,-1.544133e-05,7.935479e-05
2.416600e-09,4.893584e-06,6.451389e-05,2.093612e-05,7.850534e-06,1.053485e-06,-1.177429e-05,-1.540137e-05,7.925284e-05
2.416800e-09,4.891202e-06,6.889914e-05,2.234731e-05,8.546192e-06,1.281802e-06,-1.168202e-05,-1.535750e-05,7.914142e-05
2.417000e-09,4.891457e-06,7.331504e-05,2.376621e-05,9.260354e-06,1.515929e-06,-1.158327e-05,-1.531028e-05,7.902199e-05
2.417200e-09,4.895082e-06,7.763726e-05,2.515240e-05,9.976710e-06,1.750430e-06,-1.147992e-05,-1.526060e-05,7.889635e-05
2.417400e-09,4.902677e-06,8.171581e-05,2.645737e-05,1.067385e-05,1.978256e-06,-1.137485e-05,-1.520972e-05,7.876641e-05
2.417600e-09,4.914543e-06,8.538470e-05,2.762784e-05,1.132570e-05,2.190922e-06,-1.127211e-05,-1.515928e-05,7.863390e-05
2.417800e-09,4.930524e-06,8.847791e-05,2.861106e-05,1.190291e-05,2.378995e-06,-1.117689e-05,-1.511122e-05,7.850011e-05
2.418000e-09,4.949914e-06,9.084983e-05,2.936146e-05,1.237532e-05,2.532925e-06,-1.109524e-05,-1.506772e-05,7.836560e-05
2.418200e-09,4.971463e-06,9.239675e-05,2.984757e-05,1.271539e-05,2.644167e-06,-1.103360e-05,-1.503093e-05,7.823000e-05
2.418400e-09,4.993522e-06,9.307438e-05,3.005741e-05,1.290229e-05,2.706482e-06,-1.099806e-05,-1.500277e-05,7.809186e-05
2.418600e-09,5.014282e-06,9.290726e-05,3.000118e-05,1.292582e-05,2.717160e-06,-1.099344e-05,-1.498453e-05,7.794866e-05
2.418800e-09,5.032054e-06,9.198772e-05,2.971034e-05,1.278952e-05,2.677942e-06,-1.102227e-05,-1.497662e-05,7.779689e-05
2.419000e-09,5.045515e-06,9.046463e-05,2.923355e-05,1.251202e-05,2.595364e-06,-1.108396e-05,-1.497826e-05,7.763230e-05
2.419200e-09,5.053859e-06,8.852534e-05,2.863050e-05,1.212631e-05,2.480389e-06,-1.117420e-05,-1.498733e-05,7.745031e-05
2.419400e-09,5.056826e-06,8.637471e-05,2.796510e-05,1.167663e-05,2.347304e-06,-1.128487e-05,-1.500043e-05,7.724648e-05
2.419600e-09,5.054641e-06,8.421588e-05,2.729964e-05,1.121344e-05,2.212040e-06,-1.140457e-05,-1.501313e-05,7.701704e-05
2.419800e-09,5.047877e-06,8.223529e-05,2.669049e-05,1.078733e-05,2.090202e-06,-1.151973e-05,-1.502039e-05,7.675945e-05
2.420000e-09,5.037324e-06,8.059312e-05,2.618580e-05,1.044288e-05,1.995181e-06,-1.161622e-05,-1.501725e-05,7.647289e-05
2.420200e-09,5.023875e-06,7.941836e-05,2.582454e-05,1.021378e-05,1.936709e-06,-1.168136e-05,-1.499950e-05,7.615849e-05
2.420400e-09,5.008457e-06,7.880674e-05,2.563634e-05,1.011982e-05,1.920108e-06,-1.170570e-05,-1.496432e-05,7.581954e-05
2.420600e-09,4.992004e-06,7.881976e-05,2.564131e-05,1.016641e-05,1.946330e-06,-1.168455e-05,-1.491080e-05,7.546124e-05
2.420800e-09,4.975468e-06,7.948331e-05,2.584933e-05,1.034628e-05,2.012657e-06,-1.161870e-05,-1.484016e-05,7.509042e-05
2.421000e-09,4.959836e-06,8.078519e-05,2.625874e-05,1.064268e-05,2.113832e-06,-1.151427e-05,-1.475557e-05,7.471485e-05
2.421200e-09,4.946143e-06,8.267192e-05,2.685471e-05,1.103318e-05,2.243234e-06,-1.138167e-05,-1.466169e-05,7.434258e-05
2.421400e-09,4.935449e-06,8.504614e-05,2.760775e-05,1.149298e-05,2.393808e-06,-1.123380e-05,-1.456401e-05,7.398111e-05
2.421600e-09,4.928770e-06,8.776639e-05,2.847326e-05,1.199701e-05,2.558522e-06,-1.108395e-05,-1.446793e-05,7.363662e-05
2.421800e-09,4.926961e-06,9.065171e-05,2.939294e-05,1.252062e-05,2.730331e-06,-1.094367e-05,-1.437802e-05,7.331332e-05
2.422000e-09,4.930544e-06,9.349290e-05,3.029866e-05,1.303900e-05,2.901799e-06,-1.082132e-05,-1.429739e-05,7.301301e-05
2.422200e-09,4.939534e-06,9.607110e-05,3.111893e-05,1.352632e-05,3.064690e-06,-1.072125e-05,-1.422742e-05,7.273485e-05
2.422400e-09,4.953317e-06,9.818220e-05,3.178745e-05,1.395528e-05,3.209842e-06,-1.064401e-05,-1.416784e-05,7.247540e-05
2.422600e-09,4.970629e-06,9.966339e-05,3.225210e-05,1.429801e-05,3.327603e-06,-1.058731e-05,-1.411707e-05,7.222885e-05
2.422800e-09,4.989684e-06,1.004164e-04,3.248266e-05,1.452854e-05,3.408872e-06,-1.054748e-05,-1.407279e-05,7.198748e-05
2.423000e-09,5.008424e-06,1.004219e-04,3.247533e-05,1.462680e-05,3.446642e-06,-1.052086e-05,-1.403250e-05,7.174219e-05
2.423200e-09,5.024846e-06,9.974168e-05,3.225278e-05,1.458307e-05,3.437663e-06,-1.050489e-05,-1.399397e-05,7.148314e-05
2.423400e-09,5.037309e-06,9.850808e-05,3.186005e-05,1.440191e-05,3.383810e-06,-1.049841e-05,-1.395545e-05,7.120038e-05
2.423600e-09,5.044741e-06,9.690359e-05,3.135713e-05,1.410429e-05,3.292713e-06,-1.050116e-05,-1.391555e-05,7.088443e-05
2.423800e-09,5.046727e-06,9.513554e-05,3.081032e-05,1.372698e-05,3.177365e-06,-1.051270e-05,-1.387298e-05,7.052682e-05
2.424000e-09,5.043465e-06,9.341113e-05,3.028400e-05,1.331895e-05,3.054669e-06,-1.053098e-05,-1.382607e-05,7.012060e-05
2.424200e-09,5.035636e-06,9.191682e-05,2.983441e-05,1.293522e-05,2.943127e-06,-1.055118e-05,-1.377246e-05,6.966066e-05
2.424400e-09,5.024254e-06,9.080388e-05,2.950568e-05,1.262919e-05,2.860119e-06,-1.056524e-05,-1.370900e-05,6.914409e-05
2.424600e-09,5.010517e-06,9.018011e-05,2.932814e-05,1.244491e-05,2.819306e-06,-1.056238e-05,-1.363187e-05,6.857031e-05
2.424800e-09,4.995708e-06,9.010616e-05,2.931802e-05,1.241086e-05,2.828690e-06,-1.053054e-05,-1.353720e-05,6.794117e-05
2.425000e-09,4.981126e-06,9.059455e-05,2.947770e-05,1.253626e-05,2.889682e-06,-1.045869e-05,-1.342173e-05,6.726083e-05
2.425200e-09,4.968037e-06,9.161026e-05,2.979613e-05,1.281062e-05,2.997309e-06,-1.033929e-05,-1.328372e-05,6.653550e-05
2.425400e-09,4.957629e-06,9.307243e-05,3.024921e-05,1.320628e-05,3.141402e-06,-1.017045e-05,-1.312360e-05,6.577302e-05
2.425600e-09,4.950929e-06,9.485833e-05,3.080046e-05,1.368313e-05,3.308443e-06,-9.957130e-06,-1.294427e-05,6.498221e-05
2.425800e-09,4.948692e-06,9.681099e-05,3.140289e-05,1.419459e-05,3.483621e-06,-9.710979e-06,-1.275098e-05,6.417215e-05
2.426000e-09,4.951269e-06,9.875183e-05,3.200240e-05,1.469357e-05,3.652715e-06,-9.448841e-06,-1.255070e-05,6.335141e-05
2.426200e-09,4.958487e-06,1.004986e-04,3.254311e-05,1.513759e-05,3.803518e-06,-9.190074e-06,-1.235108e-05,6.252719e-05
2.426400e-09,4.969599e-06,1.018871e-04,3.297410e-05,1.549263e-05,3.926713e-06,-8.953259e-06,-1.215923e-05,6.170469e-05
2.426600e-09,4.983335e-06,1.027924e-04,3.325638e-05,1.573548e-05,4.016257e-06,-8.752972e-06,-1.198052e-05,6.088655e-05
2.426800e-09,4.998055e-06,1.031468e-04,3.336859e-05,1.585483e-05,4.069415e-06,-8.597285e-06,-1.181771e-05,6.007260e-05
2.427000e-09,5.012001e-06,1.029485e-04,3.331012e-05,1.585143e-05,4.086626e-06,-8.486499e-06,-1.167050e-05,5.925984e-05
2.427200e-09,5.023562e-06,1.022611e-04,3.310085e-05,1.573740e-05,4.071295e-06,-8.413336e-06,-1.153562e-05,5.844266e-05
2.427400e-09,5.031509e-06,1.012026e-04,3.277774e-05,1.553502e-05,4.029559e-06,-8.364485e-06,-1.140743e-05,5.761336e-05
2.427600e-09,5.035135e-06,9.992765e-05,3.238898e-05,1.527478e-05,3.969959e-06,-8.323124e-06,-1.127888e-05,5.676272e-05
2.427800e-09,5.034293e-06,9.860596e-05,3.198723e-05,1.499281e-05,3.902927e-06,-8.271852e-06,-1.114262e-05,5.588076e-05
2.428000e-09,5.029348e-06,9.740212e-05,3.162309e-05,1.472760e-05,3.840017e-06,-8.195414e-06,-1.099201e-05,5.495738e-05
2.428200e-09,5.021065e-06,9.645791e-05,3.133972e-05,1.451617e-05,3.792857e-06,-8.082715e-06,-1.082192e-05,5.398295e-05
2.428400e-09,5.010483e-06,9.587972e-05,3.116912e-05,1.439017e-05,3.771907e-06,-7.927810e-06,-1.062913e-05,5.294879e-05
2.428600e-09,4.998795e-06,9.573067e-05,3.112987e-05,1.437221e-05,3.785175e-06,-7.729823e-06,-1.041231e-05,5.184741e-05
2.428800e-09,4.987245e-06,9.602704e-05,3.122631e-05,1.447304e-05,3.837119e-06,-7.491976e-06,-1.017171e-05,5.067262e-05
2.429000e-09,4.977031e-06,9.673832e-05,3.144865e-05,1.469013e-05,3.927927e-06,-7.220102e-06,-9.908691e-06,4.941946e-05
2.429200e-09,4.969222e-06,9.779077e-05,3.177415e-05,1.500777e-05,4.053349e-06,-6.921047e-06,-9.625067e-06,4.808409e-05
2.429400e-09,4.964655e-06,9.907452e-05,3.216918e-05,1.539890e-05,4.205130e-06,-6.601338e-06,-9.322678e-06,4.666348e-05
2.429600e-09,4.963842e-06,1.004544e-04,3.259250e-05,1.582827e-05,4.372018e-06,-6.266360e-06,-9.003053e-06,4.515523e-05
2.429800e-09,4.966877e-06,1.017844e-04,3.299967e-05,1.625675e-05,4.541193e-06,-5.920092e-06,-8.667285e-06,4.355733e-05
2.430000e-09,4.973390e-06,1.029250e-04,3.334824e-05,1.664598e-05,4.699929e-06,-5.565313e-06,-8.316083e-06,4.186795e-05
2.430200e-09,4.982565e-06,1.037606e-04,3.360319e-05,1.696296e-05,4.837230e-06,-5.204037e-06,-7.949902e-06,4.008535e-05
2.430400e-09,4.993237e-06,1.042143e-04,3.374157e-05,1.718395e-05,4.945238e-06,-4.837934e-06,-7.569086e-06,3.820782e-05
2.430600e-09,5.004055e-06,1.042581e-04,3.375553e-05,1.729717e-05,5.020187e-06,-4.468528e-06,-7.173938e-06,3.623375e-05
2.430800e-09,5.013688e-06,1.039155e-04,3.365299e-05,1.730405e-05,5.062815e-06,-4.097052e-06,-6.764697e-06,3.416177e-05
2.431000e-09,5.021013e-06,1.032560e-04,3.345593e-05,1.721888e-05,5.078156e-06,-3.724028e-06,-6.341415e-06,3.199095e-05
2.431200e-09,5.025265e-06,1.023842e-04,3.319673e-05,1.706686e-05,5.074787e-06,-3.348700e-06,-5.903820e-06,2.972120e-05
2.431400e-09,5.026109e-06,1.014241e-04,3.291331e-05,1.688085e-05,5.063617e-06,-2.968580e-06,-5.451216e-06,2.735369e-05
2.431600e-09,5.023645e-06,1.005031e-04,3.264403e-05,1.669726e-05,5.056422e-06,-2.579320e-06,-4.982515e-06,2.489145e-05
2.431800e-09,5.018342e-06,9.973610e-05,3.242310e-05,1.655153e-05,5.064319e-06,-2.175093e-06,-4.496458e-06,2.233994e-05
2.432000e-09,5.010953e-06,9.921424e-05,3.227713e-05,1.647383e-05,5.096385e-06,-1.749494e-06,-3.992021e-06,1.970783e-05
2.432200e-09,5.002409e-06,9.899613e-05,3.222278e-05,1.648560e-05,5.158605e-06,-1.296887e-06,-3.468969e-06,1.700764e-05
2.432400e-09,4.993712e-06,9.910372e-05,3.226570e-05,1.659714e-05,5.253255e-06,-8.139208e-07,-2.928473e-06,1.425640e-05
2.432600e-09,4.985844e-06,9.952154e-05,3.240047e-05,1.680674e-05,5.378757e-06,-3.009225e-07,-2.373649e-06,1.147616e-05
2.432800e-09,4.979677e-06,1.001995e-04,3.261151e-05,1.710120e-05,5.529991e-06,2.371510e-07,-1.809928e-06,8.694228e-06
2.433000e-09,4.975886e-06,1.010588e-04,3.287492e-05,1.745772e-05,5.698971e-06,7.904533e-07,-1.245143e-06,5.943160e-06
2.433200e-09,4.974874e-06,1.020012e-04,3.316111e-05,1.784668e-05,5.875768e-06,1.344777e-06,-6.892908e-07,3.260402e-06
2.433400e-09,4.976719e-06,1.029199e-04,3.343822e-05,1.823520e-05,6.049567e-06,1.882822e-06,-1.539976e-07,6.875156e-07
2.433600e-09,4.981146e-06,1.037130e-04,3.367594e-05,1.859082e-05,6.209743e-06,2.385985e-06,3.482577e-07,-1.730961e-06
2.433800e-09,4.987556e-06,1.042960e-04,3.384935e-05,1.888502e-05,6.346870e-06,2.836380e-06,8.050373e-07,-3.948989e-06
2.434000e-09,4.995101e-06,1.046122e-04,3.394202e-05,1.909635e-05,6.453577e-06,3.218718e-06,1.204833e-06,-5.920788e-06
2.434200e-09,5.002801e-06,1.046399e-04,3.394807e-05,1.921261e-05,6.525219e-06,3.521759e-06,1.537830e-06,-7.602761e-06
2.434400e-09,5.009688e-06,1.043941e-04,3.387252e-05,1.923213e-05,6.560283e-06,3.739122e-06,1.796459e-06,-8.955523e-06
2.434600e-09,5.014940e-06,1.039226e-04,3.373015e-05,1.916390e-05,6.560508e-06,3.869397e-06,1.975711e-06,-9.945896e-06
2.434800e-09,5.017986e-06,1.032987e-04,3.354296e-05,1.902648e-05,6.530671e-06,3.915617e-06,2.073212e-06,-1.054881e-05
2.435000e-09,5.018564e-06,1.026101e-04,3.333690e-05,1.884576e-05,6.478051e-06,3.884292e-06,2.089123e-06,-1.074900e-05
2.435200e-09,5.016726e-06,1.019471e-04,3.313833e-05,1.865193e-05,6.411597e-06,3.784245e-06,2.025938e-06,-1.054247e-05
2.435400e-09,5.012808e-06,1.013922e-04,3.297085e-05,1.847578e-05,6.340886e-06,3.625478e-06,1.888248e-06,-9.937646e-06
2.435600e-09,5.007362e-06,1.010104e-04,3.285279e-05,1.834499e-05,6.274994e-06,3.418293e-06,1.682542e-06,-8.956084e-06
2.435800e-09,5.001083e-06,1.008434e-04,3.279555e-05,1.828074e-05,6.221433e-06,3.172749e-06,1.417062e-06,-7.632824e-06
2.436000e-09,4.994725e-06,1.009061e-04,3.280284e-05,1.829527e-05,6.185312e-06,2.898467e-06,1.101709e-06,-6.016177e-06
2.436200e-09,4.989024e-06,1.011861e-04,3.287065e-05,1.839051e-05,6.168833e-06,2.604727e-06,7.479689e-07,-4.166944e-06
2.436400e-09,4.984622e-06,1.016462e-04,3.298805e-05,1.855820e-05,6.171217e-06,2.300701e-06,3.687996e-07,-2.156978e-06
2.436600e-09,4.982003e-06,1.022292e-04,3.313858e-05,1.878124e-05,6.189048e-06,1.995704e-06,-2.157874e-08,-6.704205e-08
2.436800e-09,4.981435e-06,1.028644e-04,3.330224e-05,1.903626e-05,6.216983e-06,1.699325e-06,-4.080229e-07,2.016030e-06
2.437000e-09,4.982941e-06,1.034769e-04,3.345790e-05,1.929680e-05,6.248715e-06,1.421389e-06,-7.749559e-07,4.002818e-06
2.437200e-09,4.986287e-06,1.039961e-04,3.358593e-05,1.953689e-05,6.278033e-06,1.171730e-06,-1.106988e-06,5.805292e-06
2.437400e-09,4.991015e-06,1.043650e-04,3.367070e-05,1.973433e-05,6.299811e-06,9.598152e-07,-1.389627e-06,7.341090e-06
2.437600e-09,4.996499e-06,1.045470e-04,3.370257e-05,1.987343e-05,6.310814e-06,7.942969e-07,-1.610025e-06,8.537845e-06
2.437800e-09,5.002038e-06,1.045299e-04,3.367902e-05,1.994677e-05,6.310175e-06,6.825433e-07,-1.757705e-06,9.337324e-06
2.438000e-09,5.006947e-06,1.043270e-04,3.360478e-05,1.995592e-05,6.299522e-06,6.301984e-07,-1.825213e-06,9.699123e-06
2.438200e-09,5.010657e-06,1.039743e-04,3.349090e-05,1.991092e-05,6.282730e-06,6.407870e-07,-1.808674e-06,9.603723e-06
2.438400e-09,5.012777e-06,1.035242e-04,3.335295e-05,1.982879e-05,6.265348e-06,7.153630e-07,-1.708208e-06,9.054670e-06
2.438600e-09,5.013140e-06,1.030385e-04,3.320877e-05,1.973123e-05,6.253788e-06,8.521994e-07,-1.528192e-06,8.079706e-06
2.438800e-09,5.011801e-06,1.025800e-04,3.307600e-05,1.964173e-05,6.254387e-06,1.046534e-06,-1.277331e-06,6.730627e-06
2.439000e-09,5.009018e-06,1.022045e-04,3.296989e-05,1.958261e-05,6.272477e-06,1.290409e-06,-9.684909e-07,5.081705e-06
2.439200e-09,5.005201e-06,1.019549e-04,3.290160e-05,1.957226e-05,6.311581e-06,1.572675e-06,-6.182773e-07,3.226546e-06
2.439400e-09,5.000858e-06,1.018565e-04,3.287705e-05,1.962290e-05,6.372836e-06,1.879219e-06,-2.463084e-07,1.273382e-06
2.439600e-09,4.996529e-06,1.019152e-04,3.289658e-05,1.973923e-05,6.454734e-06,2.193496e-06,1.258019e-07,-6.610631e-07
2.439800e-09,4.992727e-06,1.021179e-04,3.295509e-05,1.991799e-05,6.553194e-06,2.497376e-06,4.757196e-07,-2.458800e-06
2.440000e-09,4.989880e-06,1.024346e-04,3.304285e-05,2.014852e-05,6.661958e-06,2.772276e-06,7.818506e-07,-4.008391e-06
2.440200e-09,4.988290e-06,1.028226e-04,3.314684e-05,2.041422e-05,6.773263e-06,3.000528e-06,1.024875e-06,-5.212778e-06
2.440400e-09,4.988096e-06,1.032321e-04,3.325234e-05,2.069464e-05,6.878704e-06,3.166847e-06,1.189235e-06,-5.996475e-06
2.440600e-09,4.989263e-06,1.036124e-04,3.334477e-05,2.096804e-05,6.970171e-06,3.259775e-06,1.264452e-06,-6.311574e-06
2.440800e-09,4.991587e-06,1.039182e-04,3.341151e-05,2.121397e-05,7.040778e-06,3.272953e-06,1.246155e-06,-6.142068e-06
2.441000e-09,4.994724e-06,1.041153e-04,3.344345e-05,2.141570e-05,7.085662e-06,3.206068e-06,1.136710e-06,-5.506111e-06
2.441200e-09,4.998242e-06,1.041843e-04,3.343605e-05,2.156216e-05,7.102575e-06,3.065320e-06,9.453676e-07,-4.455883e-06
2.441400e-09,5.001677e-06,1.041228e-04,3.338982e-05,2.164915e-05,7.092204e-06,2.863285e-06,6.878446e-07,-3.074877e-06
2.441600e-09,5.004596e-06,1.039449e-04,3.331003e-05,2.167983e-05,7.058187e-06,2.618112e-06,3.853126e-07,-1.472520e-06
2.441800e-09,5.006657e-06,1.036787e-04,3.320587e-05,2.166424e-05,7.006808e-06,2.352061e-06,6.282678e-08,2.236623e-07
